time,current,voltage
24-05-13 12:33.49,0.649,3.402
24-05-13 12:34.04,0.654,3.402
24-05-13 12:34.19,0.653,3.402
24-05-13 12:34.34,0.654,3.402
24-05-13 12:34.49,0.641,3.402
24-05-13 12:35.04,0.658,3.402
24-05-13 12:35.19,0.66,3.402
24-05-13 12:35.34,0.653,3.403
24-05-13 12:35.49,0.644,3.402
24-05-13 12:36.04,0.669,3.402
24-05-13 12:36.19,0.664,3.402
24-05-13 12:36.34,0.649,3.402
24-05-13 12:36.49,0.641,3.403
24-05-13 12:37.04,0.66,3.403
24-05-13 12:37.19,0.654,3.403
24-05-13 12:37.34,0.65,3.403
24-05-13 12:37.49,0.663,3.403
24-05-13 12:38.04,0.649,3.403
24-05-13 12:38.19,0.666,3.403
24-05-13 12:38.34,0.644,3.403
24-05-13 12:38.49,0.638,3.403
24-05-13 12:39.04,0.653,3.402
24-05-13 12:39.19,0.642,3.402
24-05-13 12:39.34,0.663,3.403
24-05-13 12:39.49,0.663,3.401
24-05-13 12:40.04,0.671,3.398
24-05-13 12:40.19,0.663,3.401
24-05-13 12:40.34,0.665,3.4
24-05-13 12:40.49,0.65,3.401
24-05-13 12:41.04,0.642,3.403
24-05-13 12:41.19,0.662,3.402
24-05-13 12:41.34,0.662,3.403
24-05-13 12:41.48,0.675,3.403
24-05-13 12:42.03,0.648,3.403
24-05-13 12:42.18,0.65,3.403
24-05-13 12:42.33,0.657,3.403
24-05-13 12:42.48,0.673,3.403
24-05-13 12:43.03,0.634,3.403
24-05-13 12:43.18,0.666,3.403
24-05-13 12:43.33,0.675,3.403
24-05-13 12:43.48,0.652,3.403
24-05-13 12:44.03,0.668,3.403
24-05-13 12:44.18,0.669,3.403
24-05-13 12:44.33,0.66,3.403
24-05-13 12:44.48,0.654,3.403
24-05-13 12:45.03,0.652,3.403
24-05-13 12:45.18,0.652,3.403
24-05-13 12:45.33,0.652,3.403
24-05-13 12:45.48,0.657,3.403
24-05-13 12:46.03,0.665,3.403
24-05-13 12:46.18,0.672,3.403
24-05-13 12:46.33,0.654,3.404
24-05-13 12:46.48,0.658,3.403
24-05-13 12:47.03,0.649,3.403
24-05-13 12:47.18,0.663,3.401
24-05-13 12:47.33,0.666,3.401
24-05-13 12:47.48,0.652,3.402
24-05-13 12:48.03,0.672,3.403
24-05-13 12:48.18,0.655,3.403
24-05-13 12:48.33,0.663,3.403
24-05-13 12:48.48,0.648,3.404
24-05-13 12:49.03,0.665,3.404
24-05-13 12:49.18,0.666,3.404
24-05-13 12:49.33,0.662,3.404
24-05-13 12:49.48,0.652,3.404
24-05-13 12:50.03,0.655,3.403
24-05-13 12:50.18,0.666,3.403
24-05-13 12:50.33,0.66,3.403
24-05-13 12:50.48,0.659,3.403
24-05-13 12:51.03,0.635,3.404
24-05-13 12:51.18,0.674,3.403
24-05-13 12:51.33,0.652,3.404
24-05-13 12:51.48,0.636,3.404
24-05-13 12:52.03,0.656,3.404
24-05-13 12:52.18,0.669,3.404
24-05-13 12:52.33,0.668,3.404
24-05-13 12:52.48,0.638,3.404
24-05-13 12:53.03,0.659,3.404
24-05-13 12:53.18,0.658,3.404
24-05-13 12:53.33,0.647,3.403
24-05-13 12:53.48,0.671,3.404
24-05-13 12:54.03,0.653,3.404
24-05-13 12:54.18,0.66,3.404
24-05-13 12:54.33,0.661,3.404
24-05-13 12:54.48,0.661,3.404
24-05-13 12:55.03,0.655,3.404
24-05-13 12:55.18,0.659,3.404
24-05-13 12:55.33,0.661,3.404
24-05-13 12:55.48,0.651,3.404
24-05-13 12:56.03,0.66,3.404
24-05-13 12:56.18,0.672,3.404
24-05-13 12:56.33,0.652,3.404
24-05-13 12:56.48,0.647,3.404
24-05-13 12:57.03,0.653,3.404
24-05-13 12:57.18,0.672,3.404
24-05-13 12:57.33,0.66,3.404
24-05-13 12:57.48,0.654,3.404
24-05-13 12:58.03,0.651,3.404
24-05-13 12:58.18,0.657,3.404
24-05-13 12:58.33,0.666,3.404
24-05-13 12:58.48,0.656,3.404
24-05-13 12:59.03,0.639,3.404
24-05-13 12:59.18,0.644,3.405
24-05-13 12:59.33,0.665,3.404
24-05-13 12:59.48,0.652,3.404
24-05-13 13:00.03,0.653,3.404
24-05-13 13:00.18,0.66,3.404
24-05-13 13:00.33,0.658,3.404
24-05-13 13:00.48,0.645,3.404
24-05-13 13:01.03,0.664,3.404
24-05-13 13:01.18,0.651,3.404
24-05-13 13:01.33,0.652,3.404
24-05-13 13:01.48,0.683,3.404
24-05-13 13:02.03,0.642,3.404
24-05-13 13:02.18,0.641,3.404
24-05-13 13:02.33,0.666,3.404
24-05-13 13:02.48,0.66,3.405
24-05-13 13:03.03,0.674,3.405
24-05-13 13:03.18,0.649,3.405
24-05-13 13:03.33,0.66,3.404
24-05-13 13:03.48,0.669,3.405
24-05-13 13:04.02,0.664,3.405
24-05-13 13:04.17,0.669,3.404
24-05-13 13:04.32,0.658,3.405
24-05-13 13:04.47,0.664,3.404
24-05-13 13:05.02,0.649,3.404
24-05-13 13:05.17,0.668,3.405
24-05-13 13:05.32,0.649,3.405
24-05-13 13:05.47,0.661,3.405
24-05-13 13:06.02,0.673,3.405
24-05-13 13:06.17,0.67,3.405
24-05-13 13:06.32,0.655,3.405
24-05-13 13:06.47,0.666,3.405
24-05-13 13:07.02,0.649,3.405
24-05-13 13:07.17,0.662,3.405
24-05-13 13:07.32,0.678,3.404
24-05-13 13:07.47,0.662,3.405
24-05-13 13:08.02,0.666,3.405
24-05-13 13:08.17,0.659,3.405
24-05-13 13:08.32,0.657,3.405
24-05-13 13:08.47,0.647,3.405
24-05-13 13:09.02,0.647,3.405
24-05-13 13:09.17,0.646,3.405
24-05-13 13:09.32,0.64,3.405
24-05-13 13:09.47,0.681,3.405
24-05-13 13:10.02,0.666,3.405
24-05-13 13:10.17,0.659,3.405
24-05-13 13:10.32,0.664,3.405
24-05-13 13:10.47,0.666,3.405
24-05-13 13:11.02,0.646,3.405
24-05-13 13:11.17,0.643,3.405
24-05-13 13:11.32,0.658,3.405
24-05-13 13:11.47,0.655,3.405
24-05-13 13:12.02,0.661,3.405
24-05-13 13:12.17,0.676,3.405
24-05-13 13:12.32,0.641,3.405
24-05-13 13:12.47,0.664,3.405
24-05-13 13:13.02,0.658,3.405
24-05-13 13:13.17,0.657,3.405
24-05-13 13:13.32,0.651,3.405
24-05-13 13:13.47,0.665,3.405
24-05-13 13:14.02,0.656,3.405
24-05-13 13:14.17,0.65,3.405
24-05-13 13:14.32,0.646,3.405
24-05-13 13:14.47,0.656,3.405
24-05-13 13:15.02,0.656,3.405
24-05-13 13:15.17,0.651,3.405
24-05-13 13:15.32,0.653,3.405
24-05-13 13:15.47,0.654,3.405
24-05-13 13:16.02,0.655,3.405
24-05-13 13:16.17,0.652,3.405
24-05-13 13:16.32,0.651,3.405
24-05-13 13:16.47,0.672,3.405
24-05-13 13:17.02,0.65,3.405
24-05-13 13:17.17,0.672,3.405
24-05-13 13:17.32,0.652,3.406
24-05-13 13:17.47,0.656,3.405
24-05-13 13:18.02,0.657,3.405
24-05-13 13:18.17,0.654,3.405
24-05-13 13:18.32,0.653,3.405
24-05-13 13:18.47,0.676,3.405
24-05-13 13:19.02,0.667,3.405
24-05-13 13:19.17,0.656,3.405
24-05-13 13:19.32,0.66,3.405
24-05-13 13:19.47,0.645,3.405
24-05-13 13:20.02,0.664,3.405
24-05-13 13:20.17,0.663,3.406
24-05-13 13:20.32,0.662,3.405
24-05-13 13:20.47,0.669,3.406
24-05-13 13:21.02,0.651,3.406
24-05-13 13:21.17,0.658,3.406
24-05-13 13:21.32,0.671,3.406
24-05-13 13:21.47,0.655,3.406
24-05-13 13:22.02,0.654,3.406
24-05-13 13:22.17,0.661,3.406
24-05-13 13:22.32,0.65,3.406
24-05-13 13:22.47,0.655,3.406
24-05-13 13:23.02,0.658,3.406
24-05-13 13:23.17,0.669,3.405
24-05-13 13:23.32,0.656,3.406
24-05-13 13:23.47,0.654,3.406
24-05-13 13:24.02,0.649,3.406
24-05-13 13:24.17,0.656,3.406
24-05-13 13:24.32,0.673,3.405
24-05-13 13:24.47,0.664,3.405
24-05-13 13:25.02,0.664,3.405
24-05-13 13:25.17,0.652,3.405
24-05-13 13:25.31,0.663,3.406
24-05-13 13:25.46,0.655,3.406
24-05-13 13:26.01,0.656,3.406
24-05-13 13:26.16,0.649,3.406
24-05-13 13:26.31,0.656,3.406
24-05-13 13:26.46,0.672,3.406
24-05-13 13:27.01,0.67,3.406
24-05-13 13:27.16,0.653,3.406
24-05-13 13:27.31,0.65,3.406
24-05-13 13:27.46,0.657,3.406
24-05-13 13:28.01,0.658,3.406
24-05-13 13:28.16,0.664,3.406
24-05-13 13:28.31,0.656,3.406
24-05-13 13:28.46,0.665,3.406
24-05-13 13:29.01,0.656,3.406
24-05-13 13:29.16,0.656,3.406
24-05-13 13:29.31,0.653,3.406
24-05-13 13:29.46,0.675,3.406
24-05-13 13:30.01,0.673,3.406
24-05-13 13:30.16,0.665,3.405
24-05-13 13:30.31,0.658,3.406
24-05-13 13:30.46,0.664,3.406
24-05-13 13:31.01,0.661,3.406
24-05-13 13:31.16,0.662,3.406
24-05-13 13:31.31,0.663,3.406
24-05-13 13:31.46,0.648,3.406
24-05-13 13:32.01,0.66,3.406
24-05-13 13:32.16,0.658,3.406
24-05-13 13:32.31,0.666,3.406
24-05-13 13:32.46,0.653,3.406
24-05-13 13:33.01,0.662,3.406
24-05-13 13:33.16,0.663,3.406
24-05-13 13:33.31,0.658,3.406
24-05-13 13:33.46,0.655,3.406
24-05-13 13:34.01,0.665,3.406
24-05-13 13:34.16,0.651,3.406
24-05-13 13:34.31,0.662,3.406
24-05-13 13:34.46,0.648,3.405
24-05-13 13:35.01,0.644,3.406
24-05-13 13:35.16,0.663,3.406
24-05-13 13:35.31,0.658,3.406
24-05-13 13:35.46,0.66,3.405
24-05-13 13:36.01,0.654,3.406
24-05-13 13:36.16,0.664,3.406
24-05-13 13:36.31,0.649,3.406
24-05-13 13:36.46,0.665,3.406
24-05-13 13:37.01,0.648,3.406
24-05-13 13:37.16,0.655,3.405
24-05-13 13:37.31,0.671,3.406
24-05-13 13:37.46,0.653,3.406
24-05-13 13:38.01,0.669,3.406
24-05-13 13:38.16,0.658,3.406
24-05-13 13:38.31,0.658,3.406
24-05-13 13:38.46,0.668,3.406
24-05-13 13:39.01,0.668,3.406
24-05-13 13:39.16,0.663,3.406
24-05-13 13:39.31,0.666,3.406
24-05-13 13:39.46,0.649,3.406
24-05-13 13:40.01,0.65,3.406
24-05-13 13:40.16,0.683,3.406
24-05-13 13:40.31,0.664,3.406
24-05-13 13:40.46,0.652,3.406
24-05-13 13:41.01,0.66,3.406
24-05-13 13:41.16,0.662,3.406
24-05-13 13:41.31,0.677,3.406
24-05-13 13:41.46,0.651,3.406
24-05-13 13:42.01,0.657,3.405
24-05-13 13:42.16,0.67,3.406
24-05-13 13:42.31,0.648,3.406
24-05-13 13:42.46,0.659,3.406
24-05-13 13:43.01,0.668,3.406
24-05-13 13:43.16,0.66,3.406
24-05-13 13:43.31,0.666,3.406
24-05-13 13:43.46,0.646,3.406
24-05-13 13:44.01,0.661,3.406
24-05-13 13:44.16,0.661,3.406
24-05-13 13:44.31,0.646,3.406
24-05-13 13:44.46,0.654,3.405
24-05-13 13:45.01,0.642,3.406
24-05-13 13:45.16,0.661,3.406
24-05-13 13:45.31,0.652,3.406
24-05-13 13:45.46,0.662,3.406
24-05-13 13:46.01,0.664,3.406
24-05-13 13:46.16,0.671,3.406
24-05-13 13:46.31,0.657,3.406
24-05-13 13:46.46,0.654,3.406
24-05-13 13:47.01,0.665,3.406
24-05-13 13:47.15,0.672,3.405
24-05-13 13:47.30,0.653,3.405
24-05-13 13:47.45,0.661,3.405
24-05-13 13:48.00,0.653,3.406
24-05-13 13:48.15,0.657,3.406
24-05-13 13:48.30,0.661,3.405
24-05-13 13:48.45,0.663,3.406
24-05-13 13:49.00,0.666,3.406
24-05-13 13:49.15,0.656,3.405
24-05-13 13:49.30,0.655,3.406
24-05-13 13:49.45,0.654,3.406
24-05-13 13:50.00,0.668,3.405
24-05-13 13:50.15,0.677,3.405
24-05-13 13:50.30,0.68,3.405
24-05-13 13:50.45,0.662,3.406
24-05-13 13:51.00,0.663,3.406
24-05-13 13:51.15,0.671,3.406
24-05-13 13:51.30,0.656,3.405
24-05-13 13:51.45,0.646,3.406
24-05-13 13:52.00,0.66,3.406
24-05-13 13:52.15,0.668,3.406
24-05-13 13:52.30,0.662,3.405
24-05-13 13:52.45,0.667,3.406
24-05-13 13:53.00,0.656,3.406
24-05-13 13:53.15,0.648,3.405
24-05-13 13:53.30,0.67,3.405
24-05-13 13:53.45,0.657,3.405
24-05-13 13:54.00,0.666,3.405
24-05-13 13:54.15,0.664,3.405
24-05-13 13:54.30,0.66,3.406
24-05-13 13:54.45,0.648,3.404
24-05-13 13:55.00,0.651,3.405
24-05-13 13:55.15,0.672,3.403
24-05-13 13:55.30,0.659,3.404
24-05-13 13:55.45,0.669,3.405
24-05-13 13:56.00,0.664,3.405
24-05-13 13:56.15,0.652,3.405
24-05-13 13:56.30,0.654,3.405
24-05-13 13:56.45,0.655,3.405
24-05-13 13:57.00,0.669,3.405
24-05-13 13:57.15,0.661,3.405
24-05-13 13:57.30,0.667,3.401
24-05-13 13:57.45,0.644,3.402
24-05-13 13:58.00,0.666,3.404
24-05-13 13:58.15,0.649,3.404
24-05-13 13:58.30,0.677,3.404
24-05-13 13:58.45,0.657,3.405
24-05-13 13:59.00,0.67,3.405
24-05-13 13:59.15,0.668,3.405
24-05-13 13:59.30,0.674,3.405
24-05-13 13:59.45,0.661,3.404
24-05-13 14:00.00,0.66,3.401
24-05-13 14:00.15,0.67,3.4
24-05-13 14:00.30,0.658,3.404
24-05-13 14:00.45,0.671,3.404
24-05-13 14:01.00,0.668,3.405
24-05-13 14:01.15,0.666,3.404
24-05-13 14:01.30,0.657,3.404
24-05-13 14:01.45,0.665,3.404
24-05-13 14:02.00,0.666,3.404
24-05-13 14:02.15,0.66,3.404
24-05-13 14:02.30,0.655,3.404
24-05-13 14:02.45,0.652,3.404
24-05-13 14:03.00,0.675,3.404
24-05-13 14:03.15,0.648,3.404
24-05-13 14:03.30,0.662,3.404
24-05-13 14:03.45,0.65,3.404
24-05-13 14:04.00,0.666,3.404
24-05-13 14:04.15,0.66,3.404
24-05-13 14:04.30,0.66,3.404
24-05-13 14:04.45,0.668,3.404
24-05-13 14:05.00,0.659,3.404
24-05-13 14:05.15,0.653,3.404
24-05-13 14:05.30,0.663,3.404
24-05-13 14:05.45,0.639,3.404
24-05-13 14:06.00,0.671,3.404
24-05-13 14:06.15,0.662,3.404
24-05-13 14:06.30,0.642,3.404
24-05-13 14:06.45,0.665,3.404
24-05-13 14:07.00,0.658,3.404
24-05-13 14:07.15,0.668,3.404
24-05-13 14:07.30,0.634,3.404
24-05-13 14:07.45,0.673,3.403
24-05-13 14:08.00,0.656,3.404
24-05-13 14:08.15,0.651,3.404
24-05-13 14:08.30,0.667,3.404
24-05-13 14:08.44,0.672,3.404
24-05-13 14:08.59,0.667,3.404
24-05-13 14:09.14,0.674,3.403
24-05-13 14:09.29,0.656,3.403
24-05-13 14:09.44,0.675,3.403
24-05-13 14:09.59,0.664,3.403
24-05-13 14:10.14,0.659,3.403
24-05-13 14:10.29,0.664,3.402
24-05-13 14:10.44,0.664,3.402
24-05-13 14:10.59,0.686,3.401
24-05-13 14:11.14,0.663,3.403
24-05-13 14:11.29,0.676,3.403
24-05-13 14:11.44,0.661,3.403
24-05-13 14:11.59,0.667,3.403
24-05-13 14:12.14,0.659,3.403
24-05-13 14:12.29,0.663,3.403
24-05-13 14:12.44,0.669,3.402
24-05-13 14:12.59,0.66,3.403
24-05-13 14:13.14,0.665,3.402
24-05-13 14:13.29,0.664,3.403
24-05-13 14:13.44,0.654,3.402
24-05-13 14:13.59,0.681,3.402
24-05-13 14:14.14,0.662,3.402
24-05-13 14:14.29,0.654,3.402
24-05-13 14:14.44,0.656,3.401
24-05-13 14:14.59,0.664,3.402
24-05-13 14:15.14,0.653,3.402
24-05-13 14:15.29,0.668,3.402
24-05-13 14:15.44,0.654,3.402
24-05-13 14:15.59,0.66,3.402
24-05-13 14:16.14,0.667,3.402
24-05-13 14:16.29,0.626,3.402
24-05-13 14:16.44,0.664,3.402
24-05-13 14:16.59,0.673,3.402
24-05-13 14:17.14,0.662,3.402
24-05-13 14:17.29,0.665,3.402
24-05-13 14:17.44,0.656,3.402
24-05-13 14:17.59,0.67,3.399
24-05-13 14:18.14,0.677,3.396
24-05-13 14:18.29,0.65,3.396
24-05-13 14:18.44,0.676,3.397
24-05-13 14:18.59,0.662,3.4
24-05-13 14:19.14,0.646,3.399
24-05-13 14:19.29,0.679,3.397
24-05-13 14:19.44,0.647,3.399
24-05-13 14:19.59,0.678,3.4
24-05-13 14:20.14,0.678,3.4
24-05-13 14:20.29,0.666,3.4
24-05-13 14:20.44,0.644,3.4
24-05-13 14:20.59,0.656,3.4
24-05-13 14:21.14,0.658,3.4
24-05-13 14:21.29,0.674,3.4
24-05-13 14:21.44,0.654,3.4
24-05-13 14:21.59,0.658,3.4
24-05-13 14:22.14,0.668,3.4
24-05-13 14:22.29,0.656,3.4
24-05-13 14:22.44,0.661,3.4
24-05-13 14:22.59,0.661,3.4
24-05-13 14:23.14,0.648,3.399
24-05-13 14:23.29,0.675,3.398
24-05-13 14:23.44,0.666,3.4
24-05-13 14:23.59,0.665,3.399
24-05-13 14:24.14,0.665,3.395
24-05-13 14:24.29,0.674,3.394
24-05-13 14:24.44,0.667,3.394
24-05-13 14:24.59,0.685,3.394
24-05-13 14:25.14,0.658,3.394
24-05-13 14:25.29,0.666,3.397
24-05-13 14:25.44,0.657,3.398
24-05-13 14:25.59,0.658,3.398
24-05-13 14:26.14,0.677,3.398
24-05-13 14:26.29,0.672,3.398
24-05-13 14:26.44,0.675,3.396
24-05-13 14:26.59,0.666,3.397
24-05-13 14:27.14,0.667,3.395
24-05-13 14:27.29,0.663,3.396
24-05-13 14:27.44,0.657,3.397
24-05-13 14:27.59,0.667,3.396
24-05-13 14:28.14,0.648,3.395
24-05-13 14:28.29,0.651,3.396
24-05-13 14:28.44,0.659,3.395
24-05-13 14:28.59,0.674,3.395
24-05-13 14:29.14,0.658,3.395
24-05-13 14:29.29,0.673,3.395
24-05-13 14:29.44,0.665,3.394
24-05-13 14:29.59,0.663,3.394
24-05-13 14:30.14,0.656,3.393
24-05-13 14:30.29,0.668,3.393
24-05-13 14:30.44,0.67,3.392
24-05-13 14:30.58,0.671,3.392
24-05-13 14:31.13,0.663,3.39
24-05-13 14:31.28,0.667,3.39
24-05-13 14:31.43,0.67,3.39
24-05-13 14:31.58,0.68,3.39
24-05-13 14:32.13,0.656,3.389
24-05-13 14:32.28,0.664,3.389
24-05-13 14:32.43,0.663,3.388
24-05-13 14:32.58,0.679,3.388
24-05-13 14:33.13,0.672,3.387
24-05-13 14:33.28,0.663,3.387
24-05-13 14:33.43,0.682,3.387
24-05-13 14:33.58,0.674,3.387
24-05-13 14:34.13,0.683,3.386
24-05-13 14:34.28,0.675,3.386
24-05-13 14:34.43,0.666,3.386
24-05-13 14:34.58,0.672,3.385
24-05-13 14:35.13,0.684,3.385
24-05-13 14:35.28,0.665,3.385
24-05-13 14:35.43,0.653,3.385
24-05-13 14:35.58,0.665,3.384
24-05-13 14:36.13,0.649,3.384
24-05-13 14:36.28,0.686,3.384
24-05-13 14:36.43,0.657,3.384
24-05-13 14:36.58,0.676,3.384
24-05-13 14:37.13,0.667,3.383
24-05-13 14:37.28,0.672,3.383
24-05-13 14:37.43,0.668,3.383
24-05-13 14:37.58,0.669,3.382
24-05-13 14:38.13,0.666,3.382
24-05-13 14:38.28,0.653,3.382
24-05-13 14:38.43,0.659,3.382
24-05-13 14:38.58,0.665,3.382
24-05-13 14:39.13,0.665,3.381
24-05-13 14:39.28,0.655,3.381
24-05-13 14:39.43,0.656,3.381
24-05-13 14:39.58,0.669,3.381
24-05-13 14:40.13,0.684,3.381
24-05-13 14:40.28,0.664,3.38
24-05-13 14:40.43,0.666,3.38
24-05-13 14:40.58,0.668,3.38
24-05-13 14:41.13,0.672,3.379
24-05-13 14:41.28,0.654,3.379
24-05-13 14:41.43,0.672,3.379
24-05-13 14:41.58,0.69,3.379
24-05-13 14:42.13,0.67,3.378
24-05-13 14:42.28,0.657,3.378
24-05-13 14:42.43,0.668,3.378
24-05-13 14:42.58,0.678,3.377
24-05-13 14:43.13,0.681,3.377
24-05-13 14:43.28,0.684,3.377
24-05-13 14:43.43,0.675,3.377
24-05-13 14:43.58,0.665,3.376
24-05-13 14:44.13,0.671,3.376
24-05-13 14:44.28,0.669,3.375
24-05-13 14:44.43,0.677,3.375
24-05-13 14:44.58,0.668,3.375
24-05-13 14:45.13,0.693,3.375
24-05-13 14:45.28,0.676,3.374
24-05-13 14:45.43,0.661,3.374
24-05-13 14:45.58,0.665,3.374
24-05-13 14:46.13,0.661,3.374
24-05-13 14:46.28,0.663,3.373
24-05-13 14:46.43,0.671,3.373
24-05-13 14:46.58,0.667,3.373
24-05-13 14:47.13,0.638,3.373
24-05-13 14:47.28,0.665,3.372
24-05-13 14:47.43,0.671,3.372
24-05-13 14:47.58,0.672,3.372
24-05-13 14:48.13,0.69,3.371
24-05-13 14:48.28,0.67,3.371
24-05-13 14:48.43,0.671,3.371
24-05-13 14:48.58,0.665,3.371
24-05-13 14:49.13,0.677,3.37
24-05-13 14:49.28,0.672,3.37
24-05-13 14:49.43,0.674,3.37
24-05-13 14:49.58,0.659,3.37
24-05-13 14:50.13,0.657,3.369
24-05-13 14:50.28,0.678,3.369
24-05-13 14:50.43,0.677,3.369
24-05-13 14:50.58,0.667,3.368
24-05-13 14:51.13,0.662,3.368
24-05-13 14:51.28,0.674,3.368
24-05-13 14:51.43,0.668,3.368
24-05-13 14:51.58,0.663,3.368
24-05-13 14:52.13,0.675,3.367
24-05-13 14:52.28,0.687,3.367
24-05-13 14:52.43,0.677,3.367
24-05-13 14:52.58,0.674,3.366
24-05-13 14:53.13,0.667,3.366
24-05-13 14:53.28,0.668,3.366
24-05-13 14:53.42,0.674,3.365
24-05-13 14:53.57,0.653,3.365
24-05-13 14:54.12,0.664,3.365
24-05-13 14:54.27,0.667,3.364
24-05-13 14:54.42,0.668,3.364
24-05-13 14:54.57,0.679,3.364
24-05-13 14:55.12,0.674,3.364
24-05-13 14:55.27,0.673,3.363
24-05-13 14:55.42,0.685,3.363
24-05-13 14:55.57,0.666,3.362
24-05-13 14:56.12,0.683,3.362
24-05-13 14:56.27,0.658,3.362
24-05-13 14:56.42,0.67,3.362
24-05-13 14:56.57,0.681,3.361
24-05-13 14:57.12,0.673,3.361
24-05-13 14:57.27,0.673,3.36
24-05-13 14:57.42,0.668,3.36
24-05-13 14:57.57,0.671,3.36
24-05-13 14:58.12,0.671,3.36
24-05-13 14:58.27,0.663,3.359
24-05-13 14:58.42,0.67,3.359
24-05-13 14:58.57,0.672,3.359
24-05-13 14:59.12,0.681,3.358
24-05-13 14:59.27,0.666,3.358
24-05-13 14:59.42,0.674,3.358
24-05-13 14:59.57,0.676,3.358
24-05-13 15:00.12,0.672,3.358
24-05-13 15:00.27,0.665,3.357
24-05-13 15:00.42,0.662,3.357
24-05-13 15:00.57,0.669,3.357
24-05-13 15:01.12,0.668,3.356
24-05-13 15:01.27,0.682,3.356
24-05-13 15:01.42,0.67,3.356
24-05-13 15:01.57,0.664,3.356
24-05-13 15:02.12,0.645,3.355
24-05-13 15:02.27,0.67,3.355
24-05-13 15:02.42,0.674,3.354
24-05-13 15:02.57,0.677,3.354
24-05-13 15:03.12,0.669,3.354
24-05-13 15:03.27,0.667,3.353
24-05-13 15:03.42,0.67,3.353
24-05-13 15:03.57,0.68,3.353
24-05-13 15:04.12,0.67,3.352
24-05-13 15:04.27,0.665,3.352
24-05-13 15:04.42,0.66,3.351
24-05-13 15:04.57,0.678,3.351
24-05-13 15:05.12,0.671,3.35
24-05-13 15:05.27,0.671,3.35
24-05-13 15:05.42,0.674,3.35
24-05-13 15:05.57,0.687,3.35
24-05-13 15:06.12,0.662,3.349
24-05-13 15:06.27,0.649,3.348
24-05-13 15:06.42,0.664,3.349
24-05-13 15:06.57,0.678,3.348
24-05-13 15:07.12,0.677,3.347
24-05-13 15:07.27,0.654,3.347
24-05-13 15:07.42,0.673,3.347
24-05-13 15:07.57,0.652,3.347
24-05-13 15:08.12,0.661,3.346
24-05-13 15:08.27,0.66,3.346
24-05-13 15:08.42,0.673,3.346
24-05-13 15:08.57,0.669,3.345
24-05-13 15:09.12,0.672,3.345
24-05-13 15:09.27,0.678,3.345
24-05-13 15:09.42,0.665,3.344
24-05-13 15:09.57,0.657,3.344
24-05-13 15:10.12,0.672,3.344
24-05-13 15:10.27,0.664,3.343
24-05-13 15:10.42,0.659,3.343
24-05-13 15:10.57,0.676,3.343
24-05-13 15:11.12,0.677,3.342
24-05-13 15:11.27,0.674,3.342
24-05-13 15:11.42,0.665,3.341
24-05-13 15:11.57,0.677,3.341
24-05-13 15:12.12,0.663,3.341
24-05-13 15:12.27,0.681,3.341
24-05-13 15:12.42,0.688,3.34
24-05-13 15:12.57,0.67,3.34
24-05-13 15:13.12,0.705,3.339
24-05-13 15:13.27,0.682,3.339
24-05-13 15:13.42,0.65,3.339
24-05-13 15:13.57,0.648,3.338
24-05-13 15:14.12,0.675,3.337
24-05-13 15:14.27,0.678,3.337
24-05-13 15:14.42,0.66,3.337
24-05-13 15:14.57,0.66,3.336
24-05-13 15:15.12,0.679,3.335
24-05-13 15:15.27,0.667,3.335
24-05-13 15:15.42,0.666,3.335
24-05-13 15:15.57,0.666,3.334
24-05-13 15:16.11,0.676,3.334
24-05-13 15:16.26,0.666,3.333
24-05-13 15:16.41,0.666,3.333
24-05-13 15:16.56,0.669,3.333
24-05-13 15:17.11,0.671,3.332
24-05-13 15:17.26,0.663,3.332
24-05-13 15:17.41,0.668,3.332
24-05-13 15:17.56,0.68,3.331
24-05-13 15:18.11,0.666,3.331
24-05-13 15:18.26,0.672,3.33
24-05-13 15:18.41,0.67,3.33
24-05-13 15:18.56,0.661,3.33
24-05-13 15:19.11,0.671,3.329
24-05-13 15:19.26,0.674,3.329
24-05-13 15:19.41,0.663,3.328
24-05-13 15:19.56,0.679,3.328
24-05-13 15:20.11,0.666,3.328
24-05-13 15:20.26,0.671,3.327
24-05-13 15:20.41,0.673,3.327
24-05-13 15:20.56,0.674,3.326
24-05-13 15:21.11,0.678,3.326
24-05-13 15:21.26,0.677,3.326
24-05-13 15:21.41,0.672,3.325
24-05-13 15:21.56,0.672,3.325
24-05-13 15:22.11,0.685,3.324
24-05-13 15:22.26,0.655,3.324
24-05-13 15:22.41,0.667,3.324
24-05-13 15:22.56,0.659,3.323
24-05-13 15:23.11,0.663,3.322
24-05-13 15:23.26,0.672,3.322
24-05-13 15:23.41,0.68,3.322
24-05-13 15:23.56,0.671,3.321
24-05-13 15:24.11,0.659,3.321
24-05-13 15:24.26,0.675,3.32
24-05-13 15:24.41,0.679,3.32
24-05-13 15:24.56,0.673,3.32
24-05-13 15:25.11,0.661,3.319
24-05-13 15:25.26,0.669,3.319
24-05-13 15:25.41,0.668,3.319
24-05-13 15:25.56,0.671,3.318
24-05-13 15:26.11,0.667,3.318
24-05-13 15:26.26,0.684,3.318
24-05-13 15:26.41,0.685,3.318
24-05-13 15:26.56,0.661,3.317
24-05-13 15:27.11,0.673,3.317
24-05-13 15:27.26,0.677,3.316
24-05-13 15:27.41,0.663,3.316
24-05-13 15:27.56,0.655,3.316
24-05-13 15:28.11,0.661,3.315
