time,current,voltage
24-05-13 09:39.12,0.658,3.285
24-05-13 09:39.27,0.654,3.286
24-05-13 09:39.42,0.657,3.286
24-05-13 09:39.57,0.664,3.287
24-05-13 09:40.12,0.657,3.287
24-05-13 09:40.27,0.658,3.288
24-05-13 09:40.42,0.679,3.288
24-05-13 09:40.57,0.655,3.289
24-05-13 09:41.12,0.657,3.289
24-05-13 09:41.27,0.667,3.29
24-05-13 09:41.42,0.671,3.29
24-05-13 09:41.57,0.661,3.29
24-05-13 09:42.12,0.65,3.291
24-05-13 09:42.27,0.666,3.291
24-05-13 09:42.42,0.655,3.291
24-05-13 09:42.57,0.661,3.292
24-05-13 09:43.12,0.638,3.293
24-05-13 09:43.27,0.649,3.293
24-05-13 09:43.42,0.665,3.294
24-05-13 09:43.57,0.644,3.294
24-05-13 09:44.12,0.666,3.295
24-05-13 09:44.27,0.657,3.295
24-05-13 09:44.42,0.661,3.296
24-05-13 09:44.57,0.652,3.296
24-05-13 09:45.12,0.649,3.297
24-05-13 09:45.27,0.661,3.297
24-05-13 09:45.42,0.657,3.299
24-05-13 09:45.57,0.659,3.299
24-05-13 09:46.12,0.649,3.299
24-05-13 09:46.27,0.667,3.3
24-05-13 09:46.42,0.653,3.3
24-05-13 09:46.57,0.65,3.301
24-05-13 09:47.12,0.657,3.301
24-05-13 09:47.27,0.649,3.302
24-05-13 09:47.42,0.65,3.302
24-05-13 09:47.56,0.652,3.303
24-05-13 09:48.11,0.659,3.303
24-05-13 09:48.26,0.658,3.303
24-05-13 09:48.41,0.664,3.304
24-05-13 09:48.56,0.652,3.304
24-05-13 09:49.11,0.663,3.304
24-05-13 09:49.26,0.658,3.305
24-05-13 09:49.41,0.654,3.305
24-05-13 09:49.56,0.652,3.305
24-05-13 09:50.11,0.645,3.306
24-05-13 09:50.26,0.645,3.306
24-05-13 09:50.41,0.657,3.306
24-05-13 09:50.56,0.67,3.307
24-05-13 09:51.11,0.665,3.307
24-05-13 09:51.26,0.648,3.307
24-05-13 09:51.41,0.664,3.307
24-05-13 09:51.56,0.638,3.308
24-05-13 09:52.11,0.655,3.308
24-05-13 09:52.26,0.65,3.308
24-05-13 09:52.41,0.667,3.309
24-05-13 09:52.56,0.673,3.309
24-05-13 09:53.11,0.665,3.309
24-05-13 09:53.26,0.689,3.31
24-05-13 09:53.41,0.669,3.31
24-05-13 09:53.56,0.655,3.311
24-05-13 09:54.11,0.659,3.311
24-05-13 09:54.26,0.649,3.311
24-05-13 09:54.41,0.665,3.311
24-05-13 09:54.56,0.657,3.312
24-05-13 09:55.11,0.661,3.312
24-05-13 09:55.26,0.666,3.313
24-05-13 09:55.41,0.662,3.313
24-05-13 09:55.56,0.644,3.314
24-05-13 09:56.11,0.658,3.314
24-05-13 09:56.26,0.655,3.314
24-05-13 09:56.41,0.659,3.315
24-05-13 09:56.56,0.665,3.315
24-05-13 09:57.11,0.674,3.315
24-05-13 09:57.26,0.659,3.316
24-05-13 09:57.41,0.647,3.316
24-05-13 09:57.56,0.657,3.316
24-05-13 09:58.11,0.646,3.316
24-05-13 09:58.26,0.662,3.317
24-05-13 09:58.41,0.662,3.317
24-05-13 09:58.56,0.672,3.317
24-05-13 09:59.11,0.665,3.317
24-05-13 09:59.26,0.668,3.318
24-05-13 09:59.41,0.663,3.318
24-05-13 09:59.56,0.664,3.319
24-05-13 10:00.11,0.657,3.319
24-05-13 10:00.26,0.665,3.319
24-05-13 10:00.41,0.66,3.319
24-05-13 10:00.56,0.665,3.32
24-05-13 10:01.11,0.668,3.32
24-05-13 10:01.26,0.671,3.32
24-05-13 10:01.41,0.669,3.32
24-05-13 10:01.56,0.653,3.321
24-05-13 10:02.11,0.659,3.321
24-05-13 10:02.26,0.673,3.321
24-05-13 10:02.41,0.658,3.322
24-05-13 10:02.56,0.665,3.322
24-05-13 10:03.11,0.656,3.322
24-05-13 10:03.26,0.652,3.323
24-05-13 10:03.41,0.661,3.323
24-05-13 10:03.56,0.664,3.323
24-05-13 10:04.11,0.67,3.324
24-05-13 10:04.26,0.659,3.324
24-05-13 10:04.41,0.672,3.324
24-05-13 10:04.56,0.685,3.325
24-05-13 10:05.11,0.656,3.325
24-05-13 10:05.26,0.649,3.326
24-05-13 10:05.41,0.666,3.326
24-05-13 10:05.56,0.653,3.326
24-05-13 10:06.11,0.653,3.327
24-05-13 10:06.26,0.655,3.327
24-05-13 10:06.41,0.669,3.327
24-05-13 10:06.56,0.656,3.328
24-05-13 10:07.11,0.677,3.328
24-05-13 10:07.26,0.653,3.328
24-05-13 10:07.41,0.653,3.329
24-05-13 10:07.56,0.666,3.329
24-05-13 10:08.11,0.648,3.329
24-05-13 10:08.26,0.66,3.329
24-05-13 10:08.41,0.656,3.329
24-05-13 10:08.56,0.67,3.33
24-05-13 10:09.11,0.663,3.33
24-05-13 10:09.26,0.657,3.33
24-05-13 10:09.41,0.658,3.33
24-05-13 10:09.56,0.666,3.331
24-05-13 10:10.10,0.657,3.331
24-05-13 10:10.25,0.659,3.331
24-05-13 10:10.40,0.662,3.332
24-05-13 10:10.55,0.659,3.332
24-05-13 10:11.10,0.676,3.332
24-05-13 10:11.25,0.668,3.333
24-05-13 10:11.40,0.659,3.333
24-05-13 10:11.55,0.66,3.333
24-05-13 10:12.10,0.66,3.333
24-05-13 10:12.25,0.665,3.334
24-05-13 10:12.40,0.659,3.334
24-05-13 10:12.55,0.66,3.335
24-05-13 10:13.10,0.669,3.334
24-05-13 10:13.25,0.674,3.335
24-05-13 10:13.40,0.677,3.335
24-05-13 10:13.55,0.659,3.335
24-05-13 10:14.10,0.648,3.336
24-05-13 10:14.25,0.664,3.335
24-05-13 10:14.40,0.681,3.336
24-05-13 10:14.55,0.65,3.336
24-05-13 10:15.10,0.692,3.337
24-05-13 10:15.25,0.653,3.337
24-05-13 10:15.40,0.668,3.337
24-05-13 10:15.55,0.657,3.337
24-05-13 10:16.10,0.677,3.338
24-05-13 10:16.25,0.664,3.338
24-05-13 10:16.40,0.64,3.338
24-05-13 10:16.55,0.658,3.339
24-05-13 10:17.10,0.669,3.339
24-05-13 10:17.25,0.641,3.339
24-05-13 10:17.40,0.672,3.339
24-05-13 10:17.55,0.657,3.34
24-05-13 10:18.10,0.678,3.34
24-05-13 10:18.25,0.659,3.34
24-05-13 10:18.40,0.663,3.341
24-05-13 10:18.55,0.642,3.341
24-05-13 10:19.10,0.651,3.341
24-05-13 10:19.25,0.656,3.341
24-05-13 10:19.40,0.661,3.341
24-05-13 10:19.55,0.658,3.342
24-05-13 10:20.10,0.63,3.342
24-05-13 10:20.25,0.644,3.342
24-05-13 10:20.40,0.659,3.342
24-05-13 10:20.55,0.658,3.342
24-05-13 10:21.10,0.659,3.343
24-05-13 10:21.25,0.649,3.343
24-05-13 10:21.40,0.664,3.343
24-05-13 10:21.55,0.662,3.343
24-05-13 10:22.10,0.656,3.344
24-05-13 10:22.25,0.665,3.344
24-05-13 10:22.40,0.671,3.344
24-05-13 10:22.55,0.666,3.344
24-05-13 10:23.10,0.651,3.345
24-05-13 10:23.25,0.649,3.345
24-05-13 10:23.40,0.684,3.345
24-05-13 10:23.55,0.651,3.345
24-05-13 10:24.10,0.652,3.345
24-05-13 10:24.25,0.662,3.346
24-05-13 10:24.40,0.652,3.346
24-05-13 10:24.55,0.655,3.346
24-05-13 10:25.10,0.651,3.346
24-05-13 10:25.25,0.656,3.346
24-05-13 10:25.40,0.656,3.346
24-05-13 10:25.55,0.655,3.347
24-05-13 10:26.10,0.644,3.347
24-05-13 10:26.25,0.658,3.347
24-05-13 10:26.40,0.634,3.348
24-05-13 10:26.55,0.668,3.348
24-05-13 10:27.10,0.647,3.348
24-05-13 10:27.25,0.653,3.348
24-05-13 10:27.40,0.661,3.349
24-05-13 10:27.55,0.662,3.349
24-05-13 10:28.10,0.667,3.349
24-05-13 10:28.25,0.674,3.35
24-05-13 10:28.40,0.65,3.35
24-05-13 10:28.55,0.665,3.35
24-05-13 10:29.10,0.662,3.35
24-05-13 10:29.25,0.658,3.35
24-05-13 10:29.40,0.641,3.351
24-05-13 10:29.55,0.64,3.351
24-05-13 10:30.10,0.655,3.351
24-05-13 10:30.25,0.66,3.351
24-05-13 10:30.40,0.648,3.352
24-05-13 10:30.55,0.667,3.352
24-05-13 10:31.10,0.656,3.352
24-05-13 10:31.25,0.649,3.353
24-05-13 10:31.40,0.646,3.353
24-05-13 10:31.54,0.649,3.353
24-05-13 10:32.09,0.65,3.353
24-05-13 10:32.24,0.672,3.353
24-05-13 10:32.39,0.668,3.354
24-05-13 10:32.54,0.652,3.354
24-05-13 10:33.09,0.657,3.354
24-05-13 10:33.24,0.668,3.354
24-05-13 10:33.39,0.667,3.354
24-05-13 10:33.54,0.659,3.355
24-05-13 10:34.09,0.653,3.355
24-05-13 10:34.24,0.648,3.355
24-05-13 10:34.39,0.668,3.355
24-05-13 10:34.54,0.661,3.355
24-05-13 10:35.09,0.648,3.355
24-05-13 10:35.24,0.656,3.356
24-05-13 10:35.39,0.642,3.356
24-05-13 10:35.54,0.652,3.356
24-05-13 10:36.09,0.666,3.356
24-05-13 10:36.24,0.658,3.356
24-05-13 10:36.39,0.643,3.357
24-05-13 10:36.54,0.65,3.357
24-05-13 10:37.09,0.648,3.357
24-05-13 10:37.24,0.656,3.357
24-05-13 10:37.39,0.648,3.357
24-05-13 10:37.54,0.645,3.358
24-05-13 10:38.09,0.668,3.358
24-05-13 10:38.24,0.645,3.358
24-05-13 10:38.39,0.653,3.358
24-05-13 10:38.54,0.65,3.358
24-05-13 10:39.09,0.655,3.358
24-05-13 10:39.24,0.663,3.359
24-05-13 10:39.39,0.638,3.359
24-05-13 10:39.54,0.657,3.359
24-05-13 10:40.09,0.66,3.359
24-05-13 10:40.24,0.683,3.359
24-05-13 10:40.39,0.67,3.359
24-05-13 10:40.54,0.651,3.36
24-05-13 10:41.09,0.638,3.36
24-05-13 10:41.24,0.643,3.36
24-05-13 10:41.39,0.654,3.36
24-05-13 10:41.54,0.661,3.361
24-05-13 10:42.09,0.664,3.361
24-05-13 10:42.24,0.665,3.361
24-05-13 10:42.39,0.66,3.361
24-05-13 10:42.54,0.66,3.361
24-05-13 10:43.09,0.662,3.362
24-05-13 10:43.24,0.641,3.361
24-05-13 10:43.39,0.636,3.362
24-05-13 10:43.54,0.651,3.362
24-05-13 10:44.09,0.656,3.363
24-05-13 10:44.24,0.679,3.362
24-05-13 10:44.39,0.653,3.363
24-05-13 10:44.54,0.658,3.363
24-05-13 10:45.09,0.66,3.363
24-05-13 10:45.24,0.671,3.363
24-05-13 10:45.39,0.647,3.364
24-05-13 10:45.54,0.657,3.364
24-05-13 10:46.09,0.648,3.364
24-05-13 10:46.24,0.652,3.364
24-05-13 10:46.39,0.653,3.364
24-05-13 10:46.54,0.655,3.365
24-05-13 10:47.09,0.658,3.365
24-05-13 10:47.24,0.648,3.365
24-05-13 10:47.39,0.66,3.365
24-05-13 10:47.54,0.64,3.365
24-05-13 10:48.09,0.643,3.366
24-05-13 10:48.24,0.657,3.366
24-05-13 10:48.39,0.643,3.366
24-05-13 10:48.54,0.64,3.366
24-05-13 10:49.09,0.654,3.367
24-05-13 10:49.24,0.652,3.367
24-05-13 10:49.39,0.668,3.367
24-05-13 10:49.54,0.641,3.367
24-05-13 10:50.09,0.643,3.367
24-05-13 10:50.24,0.655,3.367
24-05-13 10:50.39,0.658,3.367
24-05-13 10:50.54,0.659,3.368
24-05-13 10:51.09,0.653,3.367
24-05-13 10:51.24,0.648,3.368
24-05-13 10:51.39,0.643,3.368
24-05-13 10:51.54,0.661,3.368
24-05-13 10:52.09,0.661,3.368
24-05-13 10:52.24,0.645,3.369
24-05-13 10:52.39,0.669,3.369
24-05-13 10:52.54,0.655,3.368
24-05-13 10:53.09,0.663,3.369
24-05-13 10:53.24,0.651,3.369
24-05-13 10:53.39,0.649,3.369
24-05-13 10:53.53,0.643,3.369
24-05-13 10:54.08,0.65,3.37
24-05-13 10:54.23,0.64,3.37
24-05-13 10:54.38,0.656,3.37
24-05-13 10:54.53,0.65,3.37
24-05-13 10:55.08,0.666,3.37
24-05-13 10:55.23,0.635,3.37
24-05-13 10:55.38,0.657,3.37
24-05-13 10:55.53,0.671,3.371
24-05-13 10:56.08,0.647,3.371
24-05-13 10:56.23,0.655,3.371
24-05-13 10:56.38,0.656,3.371
24-05-13 10:56.53,0.666,3.371
24-05-13 10:57.08,0.656,3.371
24-05-13 10:57.23,0.656,3.371
24-05-13 10:57.38,0.66,3.372
24-05-13 10:57.53,0.653,3.372
24-05-13 10:58.08,0.663,3.372
24-05-13 10:58.23,0.652,3.372
24-05-13 10:58.38,0.638,3.372
24-05-13 10:58.53,0.66,3.372
24-05-13 10:59.08,0.665,3.373
24-05-13 10:59.23,0.682,3.373
24-05-13 10:59.38,0.647,3.373
24-05-13 10:59.53,0.665,3.373
24-05-13 11:00.08,0.649,3.373
24-05-13 11:00.23,0.645,3.373
24-05-13 11:00.38,0.65,3.373
24-05-13 11:00.53,0.644,3.374
24-05-13 11:01.08,0.641,3.374
24-05-13 11:01.23,0.651,3.374
24-05-13 11:01.38,0.668,3.374
24-05-13 11:01.53,0.678,3.374
24-05-13 11:02.08,0.659,3.375
24-05-13 11:02.23,0.66,3.375
24-05-13 11:02.38,0.662,3.375
24-05-13 11:02.53,0.666,3.375
24-05-13 11:03.08,0.663,3.375
24-05-13 11:03.23,0.659,3.375
24-05-13 11:03.38,0.667,3.375
24-05-13 11:03.53,0.661,3.376
24-05-13 11:04.08,0.665,3.376
24-05-13 11:04.23,0.676,3.376
24-05-13 11:04.38,0.666,3.376
24-05-13 11:04.53,0.675,3.376
24-05-13 11:05.08,0.673,3.376
24-05-13 11:05.23,0.675,3.376
24-05-13 11:05.38,0.669,3.377
24-05-13 11:05.53,0.68,3.377
24-05-13 11:06.08,0.668,3.377
24-05-13 11:06.23,0.676,3.377
24-05-13 11:06.38,0.69,3.377
24-05-13 11:06.53,0.659,3.378
24-05-13 11:07.08,0.672,3.378
24-05-13 11:07.23,0.671,3.378
24-05-13 11:07.38,0.673,3.379
24-05-13 11:07.53,0.671,3.379
24-05-13 11:08.08,0.689,3.379
24-05-13 11:08.23,0.664,3.379
24-05-13 11:08.38,0.667,3.379
24-05-13 11:08.53,0.678,3.379
24-05-13 11:09.08,0.669,3.379
24-05-13 11:09.23,0.686,3.38
24-05-13 11:09.38,0.653,3.38
24-05-13 11:09.53,0.678,3.379
24-05-13 11:10.08,0.664,3.38
24-05-13 11:10.23,0.681,3.38
24-05-13 11:10.38,0.679,3.38
24-05-13 11:10.53,0.679,3.38
24-05-13 11:11.08,0.671,3.38
24-05-13 11:11.23,0.665,3.38
24-05-13 11:11.38,0.663,3.38
24-05-13 11:11.53,0.678,3.38
24-05-13 11:12.08,0.672,3.381
24-05-13 11:12.23,0.683,3.381
24-05-13 11:12.38,0.673,3.381
24-05-13 11:12.53,0.68,3.381
24-05-13 11:13.08,0.668,3.381
24-05-13 11:13.23,0.676,3.381
24-05-13 11:13.38,0.675,3.381
24-05-13 11:13.53,0.678,3.381
24-05-13 11:14.08,0.656,3.381
24-05-13 11:14.23,0.704,3.382
24-05-13 11:14.38,0.666,3.382
24-05-13 11:14.53,0.67,3.382
24-05-13 11:15.08,0.674,3.382
24-05-13 11:15.22,0.67,3.382
24-05-13 11:15.37,0.66,3.382
24-05-13 11:15.52,0.666,3.382
24-05-13 11:16.07,0.673,3.383
24-05-13 11:16.22,0.671,3.383
24-05-13 11:16.37,0.673,3.383
24-05-13 11:16.52,0.674,3.383
24-05-13 11:17.07,0.662,3.383
24-05-13 11:17.22,0.67,3.383
24-05-13 11:17.37,0.667,3.383
24-05-13 11:17.52,0.67,3.383
24-05-13 11:18.07,0.682,3.383
24-05-13 11:18.22,0.668,3.383
24-05-13 11:18.37,0.67,3.383
24-05-13 11:18.52,0.664,3.384
24-05-13 11:19.07,0.672,3.384
24-05-13 11:19.22,0.672,3.384
24-05-13 11:19.37,0.675,3.383
24-05-13 11:19.52,0.677,3.384
24-05-13 11:20.07,0.646,3.384
24-05-13 11:20.22,0.67,3.384
24-05-13 11:20.37,0.657,3.384
24-05-13 11:20.52,0.669,3.384
24-05-13 11:21.07,0.67,3.384
24-05-13 11:21.22,0.684,3.384
24-05-13 11:21.37,0.689,3.384
24-05-13 11:21.52,0.659,3.384
24-05-13 11:22.07,0.653,3.385
24-05-13 11:22.22,0.648,3.385
24-05-13 11:22.37,0.664,3.385
24-05-13 11:22.52,0.645,3.385
24-05-13 11:23.07,0.656,3.386
24-05-13 11:23.22,0.68,3.386
24-05-13 11:23.37,0.67,3.385
24-05-13 11:23.52,0.658,3.385
24-05-13 11:24.07,0.669,3.386
24-05-13 11:24.22,0.66,3.385
24-05-13 11:24.37,0.677,3.386
24-05-13 11:24.52,0.677,3.386
24-05-13 11:25.07,0.692,3.386
24-05-13 11:25.22,0.656,3.386
24-05-13 11:25.37,0.7,3.386
24-05-13 11:25.52,0.665,3.385
24-05-13 11:26.07,0.666,3.386
24-05-13 11:26.22,0.671,3.386
24-05-13 11:26.37,0.667,3.386
24-05-13 11:26.52,0.674,3.386
24-05-13 11:27.07,0.667,3.386
24-05-13 11:27.22,0.676,3.386
24-05-13 11:27.37,0.672,3.386
24-05-13 11:27.52,0.656,3.386
24-05-13 11:28.07,0.668,3.386
24-05-13 11:28.22,0.655,3.387
24-05-13 11:28.37,0.655,3.386
24-05-13 11:28.52,0.672,3.387
24-05-13 11:29.07,0.662,3.387
24-05-13 11:29.22,0.645,3.387
24-05-13 11:29.37,0.662,3.387
24-05-13 11:29.52,0.654,3.387
24-05-13 11:30.07,0.654,3.388
24-05-13 11:30.22,0.663,3.387
24-05-13 11:30.37,0.666,3.387
24-05-13 11:30.52,0.667,3.387
24-05-13 11:31.07,0.655,3.388
24-05-13 11:31.22,0.671,3.387
24-05-13 11:31.37,0.657,3.388
24-05-13 11:31.52,0.663,3.388
24-05-13 11:32.07,0.658,3.388
24-05-13 11:32.22,0.644,3.388
24-05-13 11:32.37,0.658,3.388
24-05-13 11:32.52,0.655,3.388
24-05-13 11:33.07,0.663,3.388
24-05-13 11:33.22,0.659,3.388
24-05-13 11:33.37,0.656,3.388
24-05-13 11:33.52,0.659,3.388
24-05-13 11:34.07,0.653,3.388
24-05-13 11:34.22,0.647,3.389
24-05-13 11:34.37,0.667,3.389
24-05-13 11:34.52,0.66,3.389
24-05-13 11:35.07,0.672,3.388
24-05-13 11:35.22,0.669,3.389
24-05-13 11:35.37,0.644,3.388
24-05-13 11:35.52,0.663,3.389
24-05-13 11:36.07,0.664,3.389
24-05-13 11:36.22,0.66,3.389
24-05-13 11:36.37,0.65,3.389
24-05-13 11:36.51,0.65,3.389
24-05-13 11:37.06,0.644,3.389
24-05-13 11:37.21,0.646,3.39
24-05-13 11:37.36,0.64,3.39
24-05-13 11:37.51,0.652,3.39
24-05-13 11:38.06,0.665,3.39
24-05-13 11:38.21,0.665,3.39
24-05-13 11:38.36,0.655,3.39
24-05-13 11:38.51,0.661,3.39
24-05-13 11:39.06,0.656,3.39
24-05-13 11:39.21,0.637,3.39
24-05-13 11:39.36,0.649,3.39
24-05-13 11:39.51,0.66,3.391
24-05-13 11:40.06,0.655,3.39
24-05-13 11:40.21,0.657,3.39
24-05-13 11:40.36,0.658,3.391
24-05-13 11:40.51,0.651,3.391
24-05-13 11:41.06,0.661,3.391
24-05-13 11:41.21,0.637,3.391
24-05-13 11:41.36,0.657,3.39
24-05-13 11:41.51,0.655,3.391
24-05-13 11:42.06,0.653,3.391
24-05-13 11:42.21,0.657,3.391
24-05-13 11:42.36,0.671,3.391
24-05-13 11:42.51,0.644,3.391
24-05-13 11:43.06,0.652,3.391
24-05-13 11:43.21,0.649,3.392
24-05-13 11:43.36,0.646,3.392
24-05-13 11:43.51,0.639,3.392
24-05-13 11:44.06,0.655,3.391
24-05-13 11:44.21,0.671,3.392
24-05-13 11:44.36,0.652,3.392
24-05-13 11:44.51,0.653,3.392
24-05-13 11:45.06,0.661,3.392
24-05-13 11:45.21,0.66,3.392
24-05-13 11:45.36,0.635,3.392
24-05-13 11:45.51,0.633,3.392
24-05-13 11:46.06,0.653,3.392
24-05-13 11:46.21,0.654,3.392
24-05-13 11:46.36,0.662,3.392
24-05-13 11:46.51,0.655,3.393
24-05-13 11:47.06,0.643,3.393
24-05-13 11:47.21,0.643,3.393
24-05-13 11:47.36,0.646,3.393
24-05-13 11:47.51,0.655,3.393
24-05-13 11:48.06,0.654,3.393
24-05-13 11:48.21,0.651,3.393
24-05-13 11:48.36,0.636,3.393
24-05-13 11:48.51,0.653,3.393
24-05-13 11:49.06,0.646,3.393
24-05-13 11:49.21,0.641,3.393
24-05-13 11:49.36,0.659,3.393
24-05-13 11:49.51,0.649,3.393
24-05-13 11:50.06,0.646,3.394
24-05-13 11:50.21,0.644,3.393
24-05-13 11:50.36,0.63,3.394
24-05-13 11:50.51,0.645,3.394
24-05-13 11:51.06,0.664,3.394
24-05-13 11:51.21,0.66,3.394
24-05-13 11:51.36,0.649,3.394
24-05-13 11:51.51,0.648,3.394
24-05-13 11:52.06,0.631,3.394
24-05-13 11:52.21,0.643,3.394
24-05-13 11:52.36,0.653,3.394
24-05-13 11:52.51,0.654,3.394
24-05-13 11:53.06,0.647,3.394
24-05-13 11:53.21,0.665,3.394
24-05-13 11:53.36,0.641,3.394
24-05-13 11:53.51,0.655,3.394
24-05-13 11:54.06,0.647,3.395
24-05-13 11:54.21,0.637,3.395
24-05-13 11:54.36,0.64,3.395
24-05-13 11:54.51,0.629,3.395
24-05-13 11:55.06,0.634,3.395
24-05-13 11:55.21,0.639,3.395
24-05-13 11:55.36,0.664,3.394
24-05-13 11:55.51,0.652,3.395
24-05-13 11:56.06,0.647,3.395
24-05-13 11:56.21,0.645,3.395
24-05-13 11:56.36,0.632,3.395
24-05-13 11:56.51,0.642,3.395
24-05-13 11:57.06,0.65,3.395
24-05-13 11:57.21,0.662,3.395
24-05-13 11:57.36,0.655,3.395
24-05-13 11:57.51,0.625,3.395
24-05-13 11:58.06,0.65,3.395
24-05-13 11:58.21,0.655,3.395
24-05-13 11:58.35,0.655,3.395
24-05-13 11:58.50,0.65,3.396
24-05-13 11:59.05,0.644,3.396
24-05-13 11:59.20,0.659,3.395
24-05-13 11:59.35,0.654,3.396
24-05-13 11:59.50,0.649,3.395
24-05-13 12:00.05,0.67,3.395
24-05-13 12:00.20,0.665,3.396
24-05-13 12:00.35,0.651,3.396
24-05-13 12:00.50,0.647,3.396
24-05-13 12:01.05,0.652,3.396
24-05-13 12:01.20,0.654,3.396
24-05-13 12:01.35,0.65,3.396
24-05-13 12:01.50,0.656,3.396
24-05-13 12:02.05,0.657,3.396
24-05-13 12:02.20,0.648,3.396
24-05-13 12:02.35,0.655,3.396
24-05-13 12:02.50,0.651,3.396
24-05-13 12:03.05,0.642,3.396
24-05-13 12:03.20,0.654,3.396
24-05-13 12:03.35,0.646,3.396
24-05-13 12:03.50,0.647,3.397
24-05-13 12:04.05,0.645,3.396
24-05-13 12:04.20,0.65,3.396
24-05-13 12:04.35,0.632,3.397
24-05-13 12:04.50,0.632,3.397
24-05-13 12:05.05,0.643,3.397
24-05-13 12:05.20,0.628,3.397
24-05-13 12:05.35,0.653,3.397
24-05-13 12:05.50,0.652,3.397
24-05-13 12:06.05,0.651,3.397
24-05-13 12:06.20,0.651,3.397
24-05-13 12:06.35,0.649,3.397
24-05-13 12:06.50,0.654,3.397
24-05-13 12:07.05,0.636,3.397
24-05-13 12:07.20,0.64,3.397
24-05-13 12:07.35,0.648,3.397
24-05-13 12:07.50,0.65,3.397
24-05-13 12:08.05,0.644,3.397
24-05-13 12:08.20,0.661,3.397
24-05-13 12:08.35,0.653,3.397
24-05-13 12:08.50,0.642,3.397
24-05-13 12:09.05,0.661,3.397
24-05-13 12:09.20,0.645,3.397
24-05-13 12:09.35,0.643,3.397
24-05-13 12:09.50,0.657,3.397
24-05-13 12:10.05,0.655,3.398
24-05-13 12:10.20,0.662,3.397
24-05-13 12:10.35,0.663,3.398
24-05-13 12:10.50,0.649,3.398
24-05-13 12:11.05,0.639,3.397
24-05-13 12:11.20,0.651,3.398
24-05-13 12:11.35,0.638,3.398
24-05-13 12:11.50,0.638,3.398
24-05-13 12:12.05,0.648,3.398
24-05-13 12:12.20,0.648,3.398
24-05-13 12:12.35,0.665,3.398
24-05-13 12:12.50,0.654,3.398
24-05-13 12:13.05,0.656,3.398
24-05-13 12:13.20,0.648,3.398
24-05-13 12:13.35,0.655,3.398
24-05-13 12:13.50,0.651,3.398
24-05-13 12:14.05,0.647,3.398
24-05-13 12:14.20,0.656,3.398
24-05-13 12:14.35,0.647,3.398
24-05-13 12:14.50,0.66,3.398
24-05-13 12:15.05,0.642,3.398
24-05-13 12:15.20,0.665,3.398
24-05-13 12:15.35,0.655,3.398
24-05-13 12:15.50,0.652,3.398
24-05-13 12:16.05,0.651,3.398
24-05-13 12:16.20,0.63,3.399
24-05-13 12:16.35,0.643,3.398
24-05-13 12:16.50,0.629,3.399
24-05-13 12:17.05,0.658,3.399
24-05-13 12:17.20,0.645,3.399
24-05-13 12:17.35,0.643,3.398
24-05-13 12:17.50,0.652,3.399
24-05-13 12:18.05,0.656,3.399
24-05-13 12:18.20,0.659,3.399
24-05-13 12:18.35,0.656,3.399
24-05-13 12:18.50,0.631,3.399
24-05-13 12:19.05,0.655,3.399
24-05-13 12:19.20,0.655,3.4
24-05-13 12:19.35,0.656,3.399
24-05-13 12:19.50,0.659,3.399
24-05-13 12:20.05,0.645,3.4
24-05-13 12:20.19,0.658,3.4
24-05-13 12:20.34,0.639,3.4
24-05-13 12:20.49,0.65,3.4
24-05-13 12:21.04,0.659,3.399
24-05-13 12:21.19,0.652,3.399
24-05-13 12:21.34,0.663,3.4
24-05-13 12:21.49,0.669,3.4
24-05-13 12:22.04,0.66,3.4
24-05-13 12:22.19,0.662,3.4
24-05-13 12:22.34,0.654,3.4
24-05-13 12:22.49,0.656,3.4
24-05-13 12:23.04,0.646,3.4
24-05-13 12:23.19,0.658,3.4
24-05-13 12:23.34,0.657,3.4
24-05-13 12:23.49,0.652,3.4
24-05-13 12:24.04,0.67,3.4
24-05-13 12:24.19,0.672,3.4
24-05-13 12:24.34,0.661,3.4
24-05-13 12:24.49,0.648,3.401
24-05-13 12:25.04,0.663,3.4
24-05-13 12:25.19,0.652,3.4
24-05-13 12:25.34,0.644,3.4
24-05-13 12:25.49,0.653,3.4
24-05-13 12:26.04,0.654,3.4
24-05-13 12:26.19,0.652,3.401
24-05-13 12:26.34,0.643,3.401
24-05-13 12:26.49,0.66,3.4
24-05-13 12:27.04,0.639,3.401
24-05-13 12:27.19,0.656,3.401
24-05-13 12:27.34,0.645,3.401
24-05-13 12:27.49,0.646,3.401
24-05-13 12:28.04,0.655,3.401
24-05-13 12:28.19,0.663,3.401
24-05-13 12:28.34,0.668,3.401
24-05-13 12:28.49,0.658,3.401
24-05-13 12:29.04,0.659,3.401
24-05-13 12:29.19,0.657,3.401
24-05-13 12:29.34,0.668,3.401
24-05-13 12:29.49,0.656,3.401
24-05-13 12:30.04,0.662,3.401
24-05-13 12:30.19,0.648,3.401
24-05-13 12:30.34,0.662,3.402
24-05-13 12:30.49,0.668,3.402
24-05-13 12:31.04,0.663,3.402
24-05-13 12:31.19,0.667,3.402
24-05-13 12:31.34,0.646,3.402
24-05-13 12:31.49,0.644,3.402
24-05-13 12:32.04,0.653,3.402
24-05-13 12:32.19,0.655,3.402
24-05-13 12:32.34,0.656,3.402
24-05-13 12:32.49,0.654,3.402
24-05-13 12:33.04,0.664,3.402
24-05-13 12:33.19,0.638,3.402
24-05-13 12:33.34,0.67,3.402
